Run,Degree,Measured,Calibration,Difference
2,662.001,3.861000,3.860000,0.001000
2,663.002,3.861000,3.861000,0.000000
2,663.997,3.859000,3.860000,-0.001000
2,664.999,3.859000,3.858000,0.001000
2,666.000,3.859000,3.858000,0.001000
2,667.001,3.858000,3.859000,-0.001000
2,668.002,3.858000,3.858000,0.000000
2,668.998,3.856000,3.855000,0.001000
2,669.999,3.856000,3.855000,0.001000
2,671.001,3.854000,3.855000,-0.001000
2,672.002,3.855000,3.855000,0.000000
2,672.997,3.853000,3.852000,0.001000
2,673.999,3.852000,3.852000,0.000000
2,675.000,3.853000,3.852000,0.001000
2,676.001,3.852000,3.851000,0.001000
2,677.002,3.851000,3.850000,0.001000
2,677.998,3.849000,3.849000,0.000000
2,678.999,3.850000,3.849000,0.001000
2,680.001,3.850000,3.850000,0.000000
2,681.002,3.849000,3.849000,0.000000
2,681.997,3.847000,3.847000,0.000000
2,682.999,3.848000,3.847000,0.001000
2,684.000,3.847000,3.846000,0.001000
2,685.001,3.846000,3.846000,0.000000
2,686.002,3.846000,3.846000,0.000000
2,686.998,3.845000,3.845000,0.000000
2,687.999,3.845000,3.844000,0.001000
2,689.001,3.846000,3.845000,0.001000
2,690.002,3.844000,3.844000,0.000000
2,690.997,3.844000,3.844000,0.000000
2,691.999,3.844000,3.843000,0.001000
2,693.000,3.843000,3.842000,0.001000
2,694.001,3.843000,3.842000,0.001000
2,695.002,3.842000,3.842000,0.000000
2,695.998,3.842000,3.842000,0.000000
2,696.999,3.841000,3.840000,0.001000
2,698.001,3.841000,3.841000,0.000000
2,699.002,3.841000,3.841000,0.000000
2,699.997,3.840000,3.839000,0.001000
2,700.999,3.839000,3.838000,0.001000
2,702.000,3.839000,3.839000,0.000000
2,703.001,3.839000,3.839000,0.000000
2,704.002,3.837000,3.837000,0.000000
2,704.998,3.836000,3.837000,-0.001000
2,705.999,3.836000,3.836000,0.000000
2,707.001,3.836000,3.835000,0.001000
2,708.002,3.835000,3.835000,0.000000
2,708.997,3.833000,3.833000,0.000000
2,709.999,3.834000,3.834000,0.000000
2,711.000,3.833000,3.833000,0.000000
2,712.001,3.833000,3.833000,0.000000
2,713.002,3.832000,3.832000,0.000000
2,713.998,3.831000,3.831000,0.000000
2,714.999,3.831000,3.831000,0.000000
2,716.001,3.831000,3.831000,0.000000
2,717.002,3.831000,3.831000,0.000000
2,717.997,3.831000,3.830000,0.001000
2,718.999,3.830000,3.830000,0.000000
3,720.000,3.828000,3.830000,-0.002000
3,721.001,3.828000,3.828000,0.000000
3,722.002,3.828000,3.827000,0.001000
3,722.998,3.826000,3.826000,0.000000
3,723.999,3.826000,3.826000,0.000000
3,725.001,3.826000,3.825000,0.001000
3,726.002,3.826000,3.824000,0.002000
3,726.997,3.824000,3.824000,0.000000
3,727.999,3.824000,3.824000,0.000000
3,729.000,3.825000,3.824000,0.001000
3,730.001,3.824000,3.823000,0.001000
3,731.002,3.823000,3.823000,0.000000
3,731.998,3.823000,3.822000,0.001000
3,732.999,3.823000,3.821000,0.002000
3,734.001,3.823000,3.822000,0.001000
3,735.002,3.821000,3.821000,0.000000
3,735.997,3.821000,3.819000,0.002000
3,736.999,3.820000,3.819000,0.001000
3,738.000,3.820000,3.819000,0.001000
3,739.001,3.822000,3.821000,0.001000
3,740.002,3.819000,3.819000,0.000000
3,740.998,3.821000,3.820000,0.001000
3,741.999,3.819000,3.819000,0.000000
3,743.001,3.819000,3.819000,0.000000
3,744.002,3.819000,3.819000,0.000000
3,744.997,3.819000,3.819000,0.000000
3,745.999,3.819000,3.818000,0.001000
3,747.000,3.819000,3.819000,0.000000
3,748.001,3.819000,3.818000,0.001000
3,749.002,3.818000,3.817000,0.001000
3,749.998,3.817000,3.817000,0.000000
3,750.999,3.816000,3.815000,0.001000
3,752.001,3.817000,3.815000,0.002000
3,753.002,3.815000,3.815000,0.000000
3,753.997,3.815000,3.814000,0.001000
3,754.999,3.813000,3.813000,0.000000
3,756.000,3.813000,3.812000,0.001000
3,757.001,3.813000,3.811000,0.002000
3,758.002,3.812000,3.812000,0.000000
3,758.998,3.811000,3.810000,0.001000
3,759.999,3.810000,3.809000,0.001000
3,761.001,3.810000,3.810000,0.000000
3,762.002,3.808000,3.809000,-0.001000
3,762.997,3.808000,3.807000,0.001000
3,763.999,3.807000,3.807000,0.000000
3,765.000,3.807000,3.807000,0.000000
3,766.001,3.806000,3.807000,-0.001000
3,767.002,3.807000,3.805000,0.002000
3,767.998,3.806000,3.805000,0.001000
3,768.999,3.805000,3.805000,0.000000
3,770.001,3.804000,3.804000,0.000000
3,771.002,3.805000,3.803000,0.002000
3,771.997,3.804000,3.803000,0.001000
3,772.999,3.802000,3.803000,-0.001000
3,774.000,3.802000,3.802000,0.000000
3,775.001,3.803000,3.802000,0.001000
3,776.002,3.802000,3.801000,0.001000
3,776.998,3.800000,3.801000,-0.001000
3,777.999,3.801000,3.799000,0.002000
3,779.001,3.800000,3.801000,-0.001000
3,780.002,3.800000,3.800000,0.000000
3,780.997,3.800000,3.799000,0.001000
3,781.999,3.800000,3.798000,0.002000
3,783.000,3.800000,3.799000,0.001000
3,784.001,3.798000,3.799000,-0.001000
3,785.002,3.799000,3.798000,0.001000
3,785.998,3.799000,3.797000,0.002000
3,786.999,3.798000,3.798000,0.000000
3,788.001,3.798000,3.797000,0.001000
3,789.002,3.797000,3.796000,0.001000
3,789.997,3.798000,3.795000,0.003000
3,790.999,3.796000,3.797000,-0.001000
3,792.000,3.796000,3.796000,0.000000
3,793.001,3.796000,3.796000,0.000000
3,794.002,3.797000,3.795000,0.002000
3,794.998,3.795000,3.796000,-0.001000
3,795.999,3.795000,3.795000,0.000000
3,797.001,3.796000,3.795000,0.001000
3,798.002,3.796000,3.794000,0.002000
3,798.997,3.796000,3.794000,0.002000
3,799.999,3.795000,3.795000,0.000000
3,801.000,3.795000,3.794000,0.001000
3,802.001,3.796000,3.794000,0.002000
3,803.002,3.795000,3.795000,0.000000
3,803.998,3.795000,3.793000,0.002000
3,804.999,3.796000,3.795000,0.001000
3,806.001,3.796000,3.795000,0.001000
3,807.002,3.796000,3.795000,0.001000
3,807.997,3.796000,3.795000,0.001000
3,808.999,3.796000,3.796000,0.000000
3,810.000,3.796000,3.795000,0.001000
3,811.001,3.796000,3.795000,0.001000
3,812.002,3.797000,3.796000,0.001000
3,812.998,3.795000,3.797000,-0.002000
3,813.999,3.796000,3.795000,0.001000
3,815.001,3.796000,3.795000,0.001000
3,816.002,3.797000,3.797000,0.000000
3,816.997,3.796000,3.796000,0.000000
3,817.999,3.797000,3.795000,0.002000
3,819.000,3.797000,3.797000,0.000000
3,820.001,3.797000,3.797000,0.000000
3,821.002,3.798000,3.797000,0.001000
3,821.998,3.799000,3.799000,0.000000
3,822.999,3.800000,3.800000,0.000000
3,824.001,3.803000,3.801000,0.002000
3,825.002,3.804000,3.804000,0.000000
3,825.997,3.810000,3.811000,-0.001000
3,826.999,3.819000,3.819000,0.000000
3,828.000,3.822000,3.821000,0.001000
3,829.001,3.819000,3.818000,0.001000
3,830.002,3.813000,3.812000,0.001000
3,830.998,3.806000,3.805000,0.001000
3,831.999,3.801000,3.800000,0.001000
3,833.001,3.797000,3.796000,0.001000
3,834.002,3.793000,3.792000,0.001000
3,834.997,3.792000,3.791000,0.001000
3,835.999,3.791000,3.791000,0.000000
3,837.000,3.794000,3.793000,0.001000
3,838.001,3.797000,3.797000,0.000000
3,839.002,3.802000,3.802000,0.000000
3,839.998,3.807000,3.807000,0.000000
3,840.999,3.811000,3.811000,0.000000
3,842.001,3.813000,3.813000,0.000000
3,843.002,3.812000,3.811000,0.001000
3,843.997,3.808000,3.807000,0.001000
3,844.999,3.804000,3.805000,-0.001000
3,846.000,3.805000,3.805000,0.000000
3,847.001,3.806000,3.805000,0.001000
3,848.002,3.806000,3.805000,0.001000
3,848.998,3.805000,3.805000,0.000000
3,849.999,3.806000,3.806000,0.000000
3,851.001,3.807000,3.806000,0.001000
3,852.002,3.808000,3.807000,0.001000
3,852.997,3.808000,3.808000,0.000000
3,853.999,3.808000,3.809000,-0.001000
3,855.000,3.808000,3.808000,0.000000
3,856.001,3.810000,3.808000,0.002000
3,857.002,3.810000,3.810000,0.000000
3,857.998,3.809000,3.810000,-0.001000
3,858.999,3.810000,3.809000,0.001000
3,860.001,3.810000,3.810000,0.000000
3,861.002,3.811000,3.812000,-0.001000
3,861.997,3.811000,3.811000,0.000000
3,862.999,3.812000,3.811000,0.001000
3,864.000,3.813000,3.812000,0.001000
3,865.001,3.812000,3.813000,-0.001000
3,866.002,3.813000,3.813000,0.000000
3,866.998,3.813000,3.813000,0.000000
3,867.999,3.813000,3.814000,-0.001000
3,869.001,3.814000,3.814000,0.000000
3,870.002,3.815000,3.814000,0.001000
3,870.997,3.816000,3.813000,0.003000
3,871.999,3.815000,3.816000,-0.001000
3,873.000,3.815000,3.816000,-0.001000
3,874.001,3.817000,3.817000,0.000000
3,875.002,3.817000,3.816000,0.001000
3,875.998,3.819000,3.818000,0.001000
3,876.999,3.819000,3.819000,0.000000
3,878.001,3.820000,3.820000,0.000000
3,879.002,3.820000,3.820000,0.000000
3,879.997,3.821000,3.821000,0.000000
3,880.999,3.821000,3.821000,0.000000
3,882.000,3.822000,3.821000,0.001000
3,883.001,3.823000,3.823000,0.000000
3,884.002,3.822000,3.822000,0.000000
3,884.998,3.823000,3.823000,0.000000
3,885.999,3.824000,3.824000,0.000000
3,887.001,3.824000,3.825000,-0.001000
3,888.002,3.824000,3.824000,0.000000
3,888.997,3.825000,3.824000,0.001000
3,889.999,3.826000,3.825000,0.001000
3,891.000,3.826000,3.825000,0.001000
3,892.001,3.827000,3.826000,0.001000
3,893.002,3.827000,3.828000,-0.001000
3,893.998,3.828000,3.827000,0.001000
3,894.999,3.829000,3.829000,0.000000
3,896.001,3.829000,3.829000,0.000000
3,897.002,3.830000,3.829000,0.001000
3,897.997,3.831000,3.830000,0.001000
3,898.999,3.830000,3.830000,0.000000
3,900.000,3.832000,3.831000,0.001000
3,901.001,3.833000,3.832000,0.001000
3,902.002,3.833000,3.834000,-0.001000
3,902.998,3.833000,3.833000,0.000000
3,903.999,3.834000,3.833000,0.001000
3,905.001,3.835000,3.836000,-0.001000
3,906.002,3.835000,3.835000,0.000000
3,906.997,3.835000,3.835000,0.000000
3,907.999,3.837000,3.835000,0.002000
3,909.000,3.837000,3.836000,0.001000
3,910.001,3.837000,3.837000,0.000000
3,911.002,3.838000,3.837000,0.001000
3,911.998,3.837000,3.838000,-0.001000
3,912.999,3.838000,3.839000,-0.001000
3,914.001,3.839000,3.839000,0.000000
3,915.002,3.840000,3.840000,0.000000
3,915.997,3.840000,3.840000,0.000000
3,916.999,3.841000,3.841000,0.000000
3,918.000,3.842000,3.841000,0.001000
3,919.001,3.842000,3.842000,0.000000
3,920.002,3.844000,3.843000,0.001000
3,920.998,3.844000,3.844000,0.000000
3,921.999,3.844000,3.844000,0.000000
3,923.001,3.846000,3.846000,0.000000
3,924.002,3.847000,3.846000,0.001000
3,924.997,3.847000,3.847000,0.000000
3,925.999,3.848000,3.847000,0.001000
3,927.000,3.848000,3.847000,0.001000
3,928.001,3.849000,3.848000,0.001000
3,929.002,3.847000,3.848000,-0.001000
3,929.998,3.850000,3.848000,0.002000
3,930.999,3.849000,3.850000,-0.001000
3,932.001,3.850000,3.850000,0.000000
3,933.002,3.851000,3.850000,0.001000
3,933.997,3.850000,3.850000,0.000000
3,934.999,3.851000,3.850000,0.001000
3,936.000,3.849000,3.851000,-0.002000
3,937.001,3.850000,3.851000,-0.001000
3,938.002,3.850000,3.850000,0.000000
3,938.998,3.851000,3.850000,0.001000
3,939.999,3.850000,3.851000,-0.001000
3,941.001,3.851000,3.851000,0.000000
3,942.002,3.851000,3.851000,0.000000
3,942.997,3.853000,3.851000,0.002000
3,943.999,3.851000,3.851000,0.000000
3,945.000,3.852000,3.852000,0.000000
3,946.001,3.853000,3.851000,0.002000
3,947.002,3.853000,3.852000,0.001000
3,947.998,3.854000,3.853000,0.001000
3,948.999,3.853000,3.853000,0.000000
3,950.001,3.854000,3.853000,0.001000
3,951.002,3.856000,3.854000,0.002000
3,951.997,3.855000,3.854000,0.001000
3,952.999,3.855000,3.854000,0.001000
3,954.000,3.856000,3.855000,0.001000
3,955.001,3.857000,3.857000,0.000000
3,956.002,3.856000,3.855000,0.001000
3,956.998,3.855000,3.855000,0.000000
3,957.999,3.857000,3.856000,0.001000
3,959.001,3.856000,3.856000,0.000000
3,960.002,3.856000,3.857000,-0.001000
3,960.997,3.857000,3.856000,0.001000
3,961.999,3.858000,3.857000,0.001000
3,963.000,3.858000,3.858000,0.000000
3,964.001,3.858000,3.858000,0.000000
3,965.002,3.858000,3.858000,0.000000
3,965.998,3.858000,3.857000,0.001000
3,966.999,3.858000,3.858000,0.000000
3,968.001,3.858000,3.858000,0.000000
3,969.002,3.860000,3.859000,0.001000
3,969.997,3.859000,3.858000,0.001000
3,970.999,3.859000,3.858000,0.001000
3,972.000,3.859000,3.859000,0.000000
3,973.001,3.859000,3.858000,0.001000
3,974.002,3.859000,3.858000,0.001000
3,974.998,3.859000,3.859000,0.000000
3,975.999,3.859000,3.859000,0.000000
3,977.001,3.860000,3.859000,0.001000
3,978.002,3.860000,3.860000,0.000000
3,978.997,3.861000,3.860000,0.001000
3,979.999,3.859000,3.859000,0.000000
3,981.000,3.860000,3.860000,0.000000
3,982.001,3.861000,3.861000,0.000000
3,983.002,3.861000,3.860000,0.001000
3,983.998,3.861000,3.859000,0.002000
3,984.999,3.859000,3.860000,-0.001000
3,986.001,3.861000,3.860000,0.001000
3,987.002,3.860000,3.860000,0.000000
3,987.997,3.860000,3.859000,0.001000
3,988.999,3.859000,3.859000,0.000000
3,990.000,3.860000,3.859000,0.001000
3,991.001,3.860000,3.860000,0.000000
3,992.002,3.860000,3.859000,0.001000
3,992.998,3.859000,3.859000,0.000000
3,993.999,3.860000,3.859000,0.001000
3,995.001,3.860000,3.859000,0.001000
3,996.002,3.860000,3.859000,0.001000
3,996.997,3.860000,3.859000,0.001000
3,997.999,3.860000,3.859000,0.001000
3,999.000,3.859000,3.860000,-0.001000
3,1000.001,3.861000,3.860000,0.001000
3,1001.002,3.861000,3.860000,0.001000
3,1001.998,3.861000,3.860000,0.001000
3,1002.999,3.860000,3.861000,-0.001000
3,1004.001,3.863000,3.862000,0.001000
3,1005.002,3.862000,3.861000,0.001000
3,1005.997,3.862000,3.862000,0.000000
3,1006.999,3.862000,3.862000,0.000000
3,1008.000,3.863000,3.861000,0.002000
3,1009.001,3.863000,3.862000,0.001000
3,1010.002,3.863000,3.862000,0.001000
3,1010.998,3.862000,3.861000,0.001000
3,1011.999,3.862000,3.862000,0.000000
3,1013.001,3.862000,3.862000,0.000000
3,1014.002,3.861000,3.862000,-0.001000
3,1014.997,3.861000,3.863000,-0.002000
3,1015.999,3.862000,3.862000,0.000000
3,1017.000,3.862000,3.862000,0.000000
3,1018.001,3.861000,3.861000,0.000000
3,1019.002,3.861000,3.861000,0.000000
3,1019.998,3.861000,3.861000,0.000000
3,1020.999,3.860000,3.860000,0.000000
3,1022.001,3.860000,3.860000,0.000000
3,1023.002,3.861000,3.861000,0.000000
3,1023.997,3.861000,3.860000,0.001000
3,1024.999,3.859000,3.858000,0.001000
3,1026.000,3.858000,3.858000,0.000000
3,1027.001,3.859000,3.859000,0.000000
3,1028.002,3.858000,3.858000,0.000000
3,1028.998,3.856000,3.855000,0.001000
3,1029.999,3.855000,3.855000,0.000000
3,1031.001,3.856000,3.855000,0.001000
3,1032.002,3.855000,3.855000,0.000000
3,1032.997,3.853000,3.852000,0.001000
3,1033.999,3.852000,3.852000,0.000000
3,1035.000,3.852000,3.852000,0.000000
3,1036.001,3.851000,3.851000,0.000000
3,1037.002,3.851000,3.850000,0.001000
3,1037.998,3.849000,3.849000,0.000000
3,1038.999,3.849000,3.849000,0.000000
3,1040.001,3.851000,3.850000,0.001000
3,1041.002,3.849000,3.849000,0.000000
3,1041.997,3.848000,3.847000,0.001000
3,1042.999,3.848000,3.847000,0.001000
3,1044.000,3.847000,3.846000,0.001000
3,1045.001,3.847000,3.846000,0.001000
3,1046.002,3.847000,3.846000,0.001000
3,1046.998,3.846000,3.845000,0.001000
3,1047.999,3.845000,3.844000,0.001000
3,1049.001,3.845000,3.845000,0.000000
3,1050.002,3.843000,3.844000,-0.001000
3,1050.997,3.844000,3.844000,0.000000
3,1051.999,3.843000,3.843000,0.000000
3,1053.000,3.844000,3.842000,0.002000
3,1054.001,3.843000,3.842000,0.001000
3,1055.002,3.843000,3.842000,0.001000
3,1055.998,3.842000,3.842000,0.000000
3,1056.999,3.842000,3.840000,0.002000
3,1058.001,3.841000,3.841000,0.000000
3,1059.002,3.842000,3.841000,0.001000
3,1059.997,3.839000,3.839000,0.000000
3,1060.999,3.839000,3.838000,0.001000
3,1062.000,3.838000,3.839000,-0.001000
3,1063.001,3.839000,3.839000,0.000000
3,1064.002,3.837000,3.837000,0.000000
3,1064.998,3.837000,3.837000,0.000000
3,1065.999,3.836000,3.836000,0.000000
3,1067.001,3.836000,3.835000,0.001000
3,1068.002,3.836000,3.835000,0.001000
3,1068.997,3.834000,3.833000,0.001000
3,1069.999,3.833000,3.834000,-0.001000
3,1071.000,3.833000,3.833000,0.000000
3,1072.001,3.833000,3.833000,0.000000
3,1073.002,3.833000,3.832000,0.001000
3,1073.998,3.831000,3.831000,0.000000
3,1074.999,3.831000,3.831000,0.000000
3,1076.001,3.832000,3.831000,0.001000
3,1077.002,3.830000,3.831000,-0.001000
3,1077.997,3.830000,3.830000,0.000000
3,1078.999,3.829000,3.830000,-0.001000
4,1080.000,3.828000,3.830000,-0.002000
4,1081.001,3.829000,3.828000,0.001000
4,1082.002,3.827000,3.827000,0.000000
4,1082.998,3.827000,3.826000,0.001000
4,1083.999,3.827000,3.826000,0.001000
4,1085.001,3.825000,3.825000,0.000000
4,1086.002,3.825000,3.824000,0.001000
4,1086.997,3.825000,3.824000,0.001000
4,1087.999,3.824000,3.824000,0.000000
4,1089.000,3.824000,3.824000,0.000000
4,1090.001,3.823000,3.823000,0.000000
4,1091.002,3.824000,3.823000,0.001000
4,1091.998,3.823000,3.822000,0.001000
4,1092.999,3.822000,3.821000,0.001000
4,1094.001,3.822000,3.822000,0.000000
4,1095.002,3.822000,3.821000,0.001000
4,1095.997,3.821000,3.819000,0.002000
4,1096.999,3.820000,3.819000,0.001000
4,1098.000,3.821000,3.819000,0.002000
4,1099.001,3.821000,3.821000,0.000000
4,1100.002,3.820000,3.819000,0.001000
4,1100.998,3.820000,3.820000,0.000000
4,1101.999,3.820000,3.819000,0.001000
4,1103.001,3.820000,3.819000,0.001000
4,1104.002,3.819000,3.819000,0.000000
4,1104.997,3.819000,3.819000,0.000000
4,1105.999,3.819000,3.818000,0.001000
4,1107.000,3.818000,3.819000,-0.001000
4,1108.001,3.819000,3.818000,0.001000
4,1109.002,3.819000,3.817000,0.002000
4,1109.998,3.818000,3.817000,0.001000
4,1110.999,3.816000,3.815000,0.001000
4,1112.001,3.818000,3.815000,0.003000
4,1113.002,3.815000,3.815000,0.000000
4,1113.997,3.815000,3.814000,0.001000
4,1114.999,3.813000,3.813000,0.000000
4,1116.000,3.813000,3.812000,0.001000
4,1117.001,3.813000,3.811000,0.002000
4,1118.002,3.812000,3.812000,0.000000
4,1118.998,3.811000,3.810000,0.001000
4,1119.999,3.810000,3.809000,0.001000
4,1121.001,3.810000,3.810000,0.000000
4,1122.002,3.809000,3.809000,0.000000
4,1122.997,3.808000,3.807000,0.001000
4,1123.999,3.807000,3.807000,0.000000
4,1125.000,3.807000,3.807000,0.000000
4,1126.001,3.807000,3.807000,0.000000
4,1127.002,3.807000,3.805000,0.002000
4,1127.998,3.805000,3.805000,0.000000
4,1128.999,3.805000,3.805000,0.000000
4,1130.001,3.804000,3.804000,0.000000
4,1131.002,3.805000,3.803000,0.002000
4,1131.997,3.804000,3.803000,0.001000
4,1132.999,3.802000,3.803000,-0.001000
4,1134.000,3.804000,3.802000,0.002000
4,1135.001,3.802000,3.802000,0.000000
4,1136.002,3.802000,3.801000,0.001000
4,1136.998,3.801000,3.801000,0.000000
4,1137.999,3.802000,3.799000,0.003000
4,1139.001,3.801000,3.801000,0.000000
4,1140.002,3.800000,3.800000,0.000000
4,1140.997,3.800000,3.799000,0.001000
4,1141.999,3.800000,3.798000,0.002000
4,1143.000,3.800000,3.799000,0.001000
4,1144.001,3.799000,3.799000,0.000000
4,1145.002,3.799000,3.798000,0.001000
4,1145.998,3.797000,3.797000,0.000000
4,1146.999,3.797000,3.798000,-0.001000
4,1148.001,3.799000,3.797000,0.002000
4,1149.002,3.798000,3.796000,0.002000
4,1149.997,3.798000,3.795000,0.003000
4,1150.999,3.796000,3.797000,-0.001000
4,1152.000,3.796000,3.796000,0.000000
4,1153.001,3.797000,3.796000,0.001000
4,1154.002,3.797000,3.795000,0.002000
4,1154.998,3.796000,3.796000,0.000000
4,1155.999,3.796000,3.795000,0.001000
4,1157.001,3.797000,3.795000,0.002000
4,1158.002,3.795000,3.794000,0.001000
4,1158.997,3.796000,3.794000,0.002000
4,1159.999,3.796000,3.795000,0.001000
4,1161.000,3.795000,3.794000,0.001000
4,1162.001,3.796000,3.794000,0.002000
4,1163.002,3.795000,3.795000,0.000000
4,1163.998,3.795000,3.793000,0.002000
4,1164.999,3.796000,3.795000,0.001000
4,1166.001,3.796000,3.795000,0.001000
4,1167.002,3.796000,3.795000,0.001000
4,1167.997,3.796000,3.795000,0.001000
4,1168.999,3.796000,3.796000,0.000000
4,1170.000,3.795000,3.795000,0.000000
4,1171.001,3.795000,3.795000,0.000000
4,1172.002,3.797000,3.796000,0.001000
4,1172.998,3.796000,3.797000,-0.001000
4,1173.999,3.796000,3.795000,0.001000
4,1175.001,3.797000,3.795000,0.002000
4,1176.002,3.797000,3.797000,0.000000
4,1176.997,3.796000,3.796000,0.000000
4,1177.999,3.797000,3.795000,0.002000
4,1179.000,3.797000,3.797000,0.000000
4,1180.001,3.797000,3.797000,0.000000
4,1181.002,3.798000,3.797000,0.001000
4,1181.998,3.799000,3.799000,0.000000
4,1182.999,3.801000,3.800000,0.001000
4,1184.001,3.803000,3.801000,0.002000
4,1185.002,3.805000,3.804000,0.001000
4,1185.997,3.811000,3.811000,0.000000
4,1186.999,3.819000,3.819000,0.000000
4,1188.000,3.822000,3.821000,0.001000
4,1189.001,3.819000,3.818000,0.001000
4,1190.002,3.813000,3.812000,0.001000
4,1190.998,3.806000,3.805000,0.001000
4,1191.999,3.801000,3.800000,0.001000
4,1193.001,3.797000,3.796000,0.001000
4,1194.002,3.793000,3.792000,0.001000
4,1194.997,3.792000,3.791000,0.001000
4,1195.999,3.792000,3.791000,0.001000
4,1197.000,3.794000,3.793000,0.001000
4,1198.001,3.797000,3.797000,0.000000
4,1199.002,3.802000,3.802000,0.000000
4,1199.998,3.807000,3.807000,0.000000
4,1200.999,3.811000,3.811000,0.000000
4,1202.001,3.813000,3.813000,0.000000
4,1203.002,3.812000,3.811000,0.001000
4,1203.997,3.809000,3.807000,0.002000
4,1204.999,3.805000,3.805000,0.000000
4,1206.000,3.805000,3.805000,0.000000
4,1207.001,3.806000,3.805000,0.001000
4,1208.002,3.806000,3.805000,0.001000
4,1208.998,3.806000,3.805000,0.001000
4,1209.999,3.806000,3.806000,0.000000
4,1211.001,3.807000,3.806000,0.001000
4,1212.002,3.808000,3.807000,0.001000
4,1212.997,3.809000,3.808000,0.001000
4,1213.999,3.808000,3.809000,-0.001000
4,1215.000,3.810000,3.808000,0.002000
4,1216.001,3.809000,3.808000,0.001000
4,1217.002,3.810000,3.810000,0.000000
4,1217.998,3.810000,3.810000,0.000000
4,1218.999,3.810000,3.809000,0.001000
4,1220.001,3.810000,3.810000,0.000000
4,1221.002,3.811000,3.812000,-0.001000
4,1221.997,3.812000,3.811000,0.001000
4,1222.999,3.812000,3.811000,0.001000
4,1224.000,3.812000,3.812000,0.000000
4,1225.001,3.812000,3.813000,-0.001000
4,1226.002,3.813000,3.813000,0.000000
4,1226.998,3.814000,3.813000,0.001000
4,1227.999,3.813000,3.814000,-0.001000
4,1229.001,3.813000,3.814000,-0.001000
4,1230.002,3.815000,3.814000,0.001000
4,1230.997,3.815000,3.813000,0.002000
4,1231.999,3.816000,3.816000,0.000000
4,1233.000,3.816000,3.816000,0.000000
4,1234.001,3.817000,3.817000,0.000000
4,1235.002,3.818000,3.816000,0.002000
4,1235.998,3.818000,3.818000,0.000000
4,1236.999,3.820000,3.819000,0.001000
4,1238.001,3.821000,3.820000,0.001000
4,1239.002,3.821000,3.820000,0.001000
4,1239.997,3.820000,3.821000,-0.001000
4,1240.999,3.822000,3.821000,0.001000
4,1242.000,3.822000,3.821000,0.001000
4,1243.001,3.822000,3.823000,-0.001000
4,1244.002,3.823000,3.822000,0.001000
4,1244.998,3.823000,3.823000,0.000000
4,1245.999,3.823000,3.824000,-0.001000
4,1247.001,3.825000,3.825000,0.000000
4,1248.002,3.825000,3.824000,0.001000
4,1248.997,3.826000,3.824000,0.002000
4,1249.999,3.826000,3.825000,0.001000
4,1251.000,3.826000,3.825000,0.001000
4,1252.001,3.826000,3.826000,0.000000
4,1253.002,3.827000,3.828000,-0.001000
4,1253.998,3.828000,3.827000,0.001000
4,1254.999,3.829000,3.829000,0.000000
4,1256.001,3.829000,3.829000,0.000000
4,1257.002,3.829000,3.829000,0.000000
4,1257.997,3.831000,3.830000,0.001000
4,1258.999,3.830000,3.830000,0.000000
4,1260.000,3.832000,3.831000,0.001000
4,1261.001,3.833000,3.832000,0.001000
4,1262.002,3.834000,3.834000,0.000000
4,1262.998,3.833000,3.833000,0.000000
4,1263.999,3.835000,3.833000,0.002000
4,1265.001,3.835000,3.836000,-0.001000
4,1266.002,3.836000,3.835000,0.001000
4,1266.997,3.835000,3.835000,0.000000
4,1267.999,3.837000,3.835000,0.002000
4,1269.000,3.837000,3.836000,0.001000
4,1270.001,3.836000,3.837000,-0.001000
4,1271.002,3.838000,3.837000,0.001000
4,1271.998,3.838000,3.838000,0.000000
4,1272.999,3.839000,3.839000,0.000000
4,1274.001,3.839000,3.839000,0.000000
4,1275.002,3.840000,3.840000,0.000000
4,1275.997,3.840000,3.840000,0.000000
4,1276.999,3.840000,3.841000,-0.001000
4,1278.000,3.842000,3.841000,0.001000
4,1279.001,3.842000,3.842000,0.000000
4,1280.002,3.844000,3.843000,0.001000
4,1280.998,3.844000,3.844000,0.000000
4,1281.999,3.846000,3.844000,0.002000
4,1283.001,3.846000,3.846000,0.000000
4,1284.002,3.847000,3.846000,0.001000
4,1284.997,3.846000,3.847000,-0.001000
4,1285.999,3.847000,3.847000,0.000000
4,1287.000,3.848000,3.847000,0.001000
4,1288.001,3.848000,3.848000,0.000000
4,1289.002,3.848000,3.848000,0.000000
4,1289.998,3.849000,3.848000,0.001000
4,1290.999,3.850000,3.850000,0.000000
4,1292.001,3.849000,3.850000,-0.001000
4,1293.002,3.849000,3.850000,-0.001000
4,1293.997,3.850000,3.850000,0.000000
4,1294.999,3.850000,3.850000,0.000000
4,1296.000,3.851000,3.851000,0.000000
4,1297.001,3.851000,3.851000,0.000000
4,1298.002,3.850000,3.850000,0.000000
4,1298.998,3.851000,3.850000,0.001000
4,1299.999,3.850000,3.851000,-0.001000
4,1301.001,3.851000,3.851000,0.000000
4,1302.002,3.852000,3.851000,0.001000
4,1302.997,3.852000,3.851000,0.001000
4,1303.999,3.852000,3.851000,0.001000
4,1305.000,3.852000,3.852000,0.000000
4,1306.001,3.852000,3.851000,0.001000
4,1307.002,3.853000,3.852000,0.001000
4,1307.998,3.853000,3.853000,0.000000
